Company,Record_ID,Snapshot_Month,Month_Name,Year,Quarter,Region,Country,Account_ID,Account_Name,Customer_Segment,Plan_Tier,Signup_Date,Account_Status,Seats_Licensed,MRR (Monthly Recurring Revenue),ARR (Annual Recurring Revenue),New_MRR (Monthly Recurring Revenue),Expansion_MRR (Monthly Recurring Revenue),Contraction_MRR (Monthly Recurring Revenue),Churned_MRR (Monthly Recurring Revenue),Net_MRR_Change (Monthly Recurring Revenue),CAC_USD (Customer Acquisition Cost),Marketing_Channel,Activation_Status,Days_to_Activation,Monthly_Logins,Feature_Adoption_Score,Support_Tickets,NPS_Score (Net Promoter Score),Churn_Reason
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800660,2025-11,Nov-2025,2025,Q4,Europe,France,ACC00059,SwiftVentures #0059,SMB,Growth,2024-07-01,Active,4,196.5,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,4.0,24.1,81.3,1,27.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800668,2025-11,Nov-2025,2025,Q4,APAC,Singapore,ACC00060,CrestWorks #0060,Mid-Market,Growth,2025-11-01,Active,9,490.12,5881.44,490.12,0.0,0.0,0.0,490.12,309.7,Partner/Reseller,Activated,2.0,33.0,75.6,4,23.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800681,2025-11,Nov-2025,2025,Q4,North America,USA,ACC00062,ClearSystems #0062,SMB,Starter,2025-09-01,Active,1,58.72,704.64,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Not Activated,,10.1,37.9,2,4.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800691,2025-11,Nov-2025,2025,Q4,LATAM,Brazil,ACC00063,GridIndustries #0063,Mid-Market,Professional,2025-06-01,Active,46,1665.45,19985.4,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,3.0,19.4,43.4,0,24.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800716,2025-11,Nov-2025,2025,Q4,Europe,UK,ACC00065,CoreNetworks #0065,Mid-Market,Professional,2025-01-01,Active,35,1353.32,16239.84,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,3.0,17.0,65.7,3,12.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800746,2025-11,Nov-2025,2025,Q4,APAC,Australia,ACC00066,RapidGroup #0066,SMB,Starter,2024-01-01,Active,4,89.39,1072.68,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Not Activated,,0.0,49.2,0,4.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800768,2025-11,Nov-2025,2025,Q4,LATAM,Brazil,ACC00069,SparkGroup #0069,SMB,Starter,2025-08-01,Active,1,77.19,926.28,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,1.0,31.7,42.8,0,8.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800784,2025-11,Nov-2025,2025,Q4,Europe,Germany,ACC00072,NovaGlobal #0072,SMB,Growth,2025-11-01,Active,6,395.6,4747.2,395.6,0.0,0.0,0.0,395.6,381.24,Organic Search,Activated,15.0,12.3,66.3,0,42.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800803,2025-11,Nov-2025,2025,Q4,LATAM,Brazil,ACC00073,VertexIndustries #0073,Mid-Market,Professional,2024-12-01,Active,52,1938.34,23260.08,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,4.0,24.2,53.8,3,24.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800813,2025-11,Nov-2025,2025,Q4,LATAM,Brazil,ACC00074,PrimeVentures #0074,Enterprise,Enterprise,2025-09-01,Active,261,10674.48,128093.76,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,1.0,24.7,82.0,1,60.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800830,2025-11,Nov-2025,2025,Q4,North America,USA,ACC00075,OrbitDigital #0075,SMB,Starter,2025-02-01,Active,3,165.76,1989.12,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,4.0,19.3,78.6,0,31.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800838,2025-11,Nov-2025,2025,Q4,Europe,UK,ACC00076,CoreWorks #0076,Enterprise,Professional,2025-11-01,Active,22,1161.12,13933.44,1161.12,0.0,0.0,0.0,1161.12,538.67,Partner/Reseller,Activated,3.0,15.5,77.0,1,53.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800851,2025-11,Nov-2025,2025,Q4,Europe,Germany,ACC00077,PeakGroup #0077,SMB,Starter,2025-06-01,Active,6,193.91,2326.92,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,1.0,22.8,75.2,1,35.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800864,2025-11,Nov-2025,2025,Q4,LATAM,Brazil,ACC00078,BlueDigital #0078,SMB,Starter,2025-06-01,Active,2,65.78,789.36,0.0,0.0,0.0,0.0,0.0,0.0,Partner/Reseller,Not Activated,,0.0,29.4,2,-25.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800875,2025-11,Nov-2025,2025,Q4,Europe,France,ACC00079,LineTechnologies #0079,SMB,Growth,2025-08-01,Active,15,261.55,3138.6,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,1.0,18.6,76.8,0,41.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800901,2025-11,Nov-2025,2025,Q4,North America,USA,ACC00082,SwiftVentures #0082,SMB,Growth,2025-09-01,Active,8,443.19,5318.28,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,1.0,21.7,54.7,1,25.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800920,2025-11,Nov-2025,2025,Q4,LATAM,Mexico,ACC00084,PeakGroup #0084,SMB,Growth,2025-11-01,Active,14,296.19,3554.28,296.19,0.0,0.0,0.0,296.19,2990.75,Outbound Sales,Activated,2.0,21.4,78.0,2,28.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800944,2025-11,Nov-2025,2025,Q4,APAC,India,ACC00085,BoldNetworks #0085,Enterprise,Professional,2024-07-01,Active,128,2080.79,24969.48,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,21.0,10.2,100.0,0,28.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800961,2025-11,Nov-2025,2025,Q4,APAC,India,ACC00086,PeakVentures #0086,SMB,Growth,2025-02-01,Active,35,877.69,10532.28,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,4.0,26.6,63.9,0,39.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800977,2025-11,Nov-2025,2025,Q4,North America,USA,ACC00087,PrimeVentures #0087,Enterprise,Enterprise,2025-03-01,Active,159,4118.42,49421.04,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,1.0,15.5,73.2,2,7.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800990,2025-11,Nov-2025,2025,Q4,APAC,Singapore,ACC00088,SilverNetworks #0088,SMB,Starter,2025-06-01,Churned (This Month),1,0.0,0.0,0.0,0.0,0.0,-72.88,-72.88,0.0,Referral,Activated,4.0,0.0,0.0,0,,Lack of Usage
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801001,2025-11,Nov-2025,2025,Q4,North America,USA,ACC00089,PeakNetworks #0089,Mid-Market,Professional,2025-01-01,Active,50,1419.84,17038.08,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,1.0,22.3,36.5,1,27.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801021,2025-11,Nov-2025,2025,Q4,APAC,India,ACC00091,CrestWorks #0091,Enterprise,Professional,2025-04-01,Active,35,1279.5,15354.0,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,3.0,26.5,42.9,0,-4.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801045,2025-11,Nov-2025,2025,Q4,APAC,India,ACC00092,GridDigital #0092,SMB,Starter,2024-07-01,Active,4,112.27,1347.24,0.0,0.0,0.0,0.0,0.0,0.0,Partner/Reseller,Activated,1.0,10.2,82.1,2,29.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801057,2025-11,Nov-2025,2025,Q4,Europe,France,ACC00093,RapidDigital #0093,SMB,Starter,2025-07-01,Active,4,67.42,809.04,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,9.0,20.0,86.5,2,2.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801076,2025-11,Nov-2025,2025,Q4,LATAM,Mexico,ACC00094,SwiftGlobal #0094,SMB,Growth,2024-12-01,Active,6,253.45,3041.4,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,2.0,12.6,44.3,0,25.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801089,2025-11,Nov-2025,2025,Q4,Europe,France,ACC00096,RapidStudio #0096,SMB,Growth,2025-11-01,Active,12,202.26,2427.12,202.26,0.0,0.0,0.0,202.26,243.76,Organic Search,Not Activated,,1.4,34.7,0,-1.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801101,2025-11,Nov-2025,2025,Q4,North America,Canada,ACC00097,ClearGroup #0097,SMB,Growth,2025-02-01,Active,4,218.56,2622.72,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,1.0,14.0,72.2,0,10.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801108,2025-11,Nov-2025,2025,Q4,APAC,Australia,ACC00098,OrbitTechnologies #0098,Mid-Market,Professional,2025-07-01,Active,22,547.94,6575.28,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,1.0,6.4,71.8,2,63.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801126,2025-11,Nov-2025,2025,Q4,Europe,Germany,ACC00099,OrbitAnalytics #0099,Enterprise,Enterprise,2025-01-01,Active,566,10691.49,128297.88,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,1.0,9.4,63.5,2,18.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801140,2025-11,Nov-2025,2025,Q4,APAC,Australia,ACC00100,ClearSystems #0100,Mid-Market,Growth,2025-05-01,Active,9,414.29,4971.48,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,2.0,17.1,76.9,4,31.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801169,2025-11,Nov-2025,2025,Q4,North America,USA,ACC00102,GridGlobal #0102,SMB,Growth,2024-09-01,Active,21,486.31,5835.72,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,4.0,7.9,61.3,4,45.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801183,2025-11,Nov-2025,2025,Q4,North America,Canada,ACC00103,ClearWorks #0103,SMB,Starter,2025-05-01,Active,1,49.03,588.36,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,1.0,18.8,51.5,3,11.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801193,2025-11,Nov-2025,2025,Q4,LATAM,Mexico,ACC00105,OrbitSolutions #0105,SMB,Starter,2025-10-01,Active,4,129.13,1549.56,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Not Activated,,0.0,43.1,4,-25.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801214,2025-11,Nov-2025,2025,Q4,LATAM,Brazil,ACC00106,SparkGlobal #0106,Enterprise,Enterprise,2024-10-01,Active,663,16260.97,195131.64,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,20.0,9.2,91.5,3,46.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801233,2025-11,Nov-2025,2025,Q4,LATAM,Mexico,ACC00108,CrestIndustries #0108,Mid-Market,Growth,2025-10-01,Active,7,338.68,4064.16,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,4.0,23.3,72.5,1,49.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801252,2025-11,Nov-2025,2025,Q4,LATAM,Mexico,ACC00111,RapidGroup #0111,Mid-Market,Growth,2025-11-01,Active,6,367.8,4413.6,367.8,0.0,0.0,0.0,367.8,258.36,Organic Search,Not Activated,,0.0,14.1,2,45.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801266,2025-11,Nov-2025,2025,Q4,Europe,France,ACC00112,VertexVentures #0112,SMB,Growth,2025-05-01,Active,7,212.92,2555.04,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Not Activated,,0.0,20.8,4,11.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801276,2025-11,Nov-2025,2025,Q4,APAC,Singapore,ACC00114,OrbitSolutions #0114,Enterprise,Enterprise,2025-10-01,Active,147,6969.24,83630.88,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,15.0,28.2,69.1,1,7.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801286,2025-11,Nov-2025,2025,Q4,North America,USA,ACC00115,SwiftSystems #0115,SMB,Starter,2025-09-01,Active,1,107.52,1290.24,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,1.0,21.6,46.7,1,60.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801301,2025-11,Nov-2025,2025,Q4,APAC,Singapore,ACC00116,CoreSystems #0116,Mid-Market,Growth,2025-04-01,Active,18,540.01,6480.12,0.0,150.64,0.0,0.0,150.64,0.0,Content/Inbound,Activated,1.0,22.8,72.4,1,9.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801317,2025-11,Nov-2025,2025,Q4,North America,Canada,ACC00118,OrbitDynamics #0118,Mid-Market,Growth,2025-06-01,Active,18,413.47,4961.64,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,4.0,15.8,71.6,0,-1.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801335,2025-11,Nov-2025,2025,Q4,Europe,UK,ACC00119,WaveLabs #0119,SMB,Growth,2025-01-01,Active,22,497.01,5964.12,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Not Activated,,10.5,12.1,3,62.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801358,2025-11,Nov-2025,2025,Q4,North America,USA,ACC00122,RapidVentures #0122,Mid-Market,Growth,2025-09-01,Active,3,190.39,2284.68,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,4.0,8.0,69.4,2,80.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801374,2025-11,Nov-2025,2025,Q4,LATAM,Mexico,ACC00124,CoreAnalytics #0124,SMB,Growth,2025-08-01,Active,13,270.16,3241.92,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Not Activated,,0.0,21.8,2,47.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801385,2025-11,Nov-2025,2025,Q4,APAC,Australia,ACC00125,GridGroup #0125,SMB,Starter,2025-08-01,Active,6,156.26,1875.12,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Not Activated,,0.0,31.3,2,-28.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801402,2025-11,Nov-2025,2025,Q4,LATAM,Brazil,ACC00127,BoldIndustries #0127,Mid-Market,Professional,2025-06-01,Active,34,936.51,11238.12,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,3.0,22.0,75.6,0,58.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801413,2025-11,Nov-2025,2025,Q4,APAC,India,ACC00128,SilverTechnologies #0128,SMB,Starter,2025-08-01,Active,3,110.1,1321.2,0.0,0.0,0.0,0.0,0.0,0.0,Partner/Reseller,Activated,19.0,12.2,87.7,1,61.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801436,2025-11,Nov-2025,2025,Q4,North America,Canada,ACC00129,SwiftPartners #0129,Mid-Market,Growth,2024-08-01,Active,4,198.72,2384.64,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,14.0,14.6,53.5,1,18.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801448,2025-11,Nov-2025,2025,Q4,LATAM,Brazil,ACC00130,SilverTechnologies #0130,Mid-Market,Professional,2025-07-01,Active,74,1805.73,21668.76,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Not Activated,,1.8,38.3,1,-32.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801468,2025-11,Nov-2025,2025,Q4,LATAM,Mexico,ACC00133,SparkAnalytics #0133,Enterprise,Enterprise,2025-08-01,Active,307,8829.08,105948.96,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,3.0,12.6,69.9,0,29.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801489,2025-11,Nov-2025,2025,Q4,North America,Canada,ACC00136,BrightTechnologies #0136,SMB,Growth,2025-11-01,Active,7,465.6,5587.2,465.6,0.0,0.0,0.0,465.6,332.64,Organic Search,Activated,1.0,22.2,50.2,0,58.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801501,2025-11,Nov-2025,2025,Q4,APAC,Singapore,ACC00137,GridSolutions #0137,Enterprise,Enterprise,2025-07-01,Active,230,6113.65,73363.8,0.0,596.53,0.0,0.0,596.53,0.0,Content/Inbound,Activated,3.0,20.7,70.4,1,37.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801514,2025-11,Nov-2025,2025,Q4,Europe,UK,ACC00139,CrestWorks #0139,SMB,Growth,2025-10-01,Active,8,211.58,2538.96,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,4.0,17.5,72.1,0,16.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801532,2025-11,Nov-2025,2025,Q4,North America,USA,ACC00142,SparkDigital #0142,SMB,Starter,2025-08-01,Churned (This Month),1,0.0,0.0,0.0,0.0,0.0,-88.89,-88.89,0.0,Outbound Sales,Not Activated,,0.0,0.0,0,,Poor Support Experience
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801538,2025-11,Nov-2025,2025,Q4,North America,Canada,ACC00143,PeakAnalytics #0143,Enterprise,Professional,2025-06-01,Active,39,1239.24,14870.88,0.0,0.0,0.0,0.0,0.0,0.0,Partner/Reseller,Activated,1.0,22.2,59.7,2,31.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801561,2025-11,Nov-2025,2025,Q4,APAC,Australia,ACC00145,ClearDynamics #0145,SMB,Growth,2024-12-01,Active,6,222.54,2670.48,0.0,0.0,-44.14,0.0,-44.14,0.0,Content/Inbound,Activated,2.0,15.4,74.2,0,50.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801580,2025-11,Nov-2025,2025,Q4,LATAM,Brazil,ACC00148,PeakPartners #0148,Enterprise,Professional,2025-09-01,Active,10,626.24,7514.88,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,4.0,19.6,50.1,2,25.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801590,2025-11,Nov-2025,2025,Q4,Europe,Germany,ACC00149,BoldIndustries #0149,Mid-Market,Growth,2025-09-01,Active,5,304.8,3657.6,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,19.0,21.4,57.2,1,24.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801613,2025-11,Nov-2025,2025,Q4,Europe,France,ACC00151,BoldVentures #0151,SMB,Growth,2025-11-01,Active,16,264.97,3179.64,264.97,0.0,0.0,0.0,264.97,203.74,Referral,Not Activated,,0.9,28.2,2,10.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801633,2025-11,Nov-2025,2025,Q4,North America,Canada,ACC00152,NovaDynamics #0152,Mid-Market,Growth,2024-11-01,Churned (This Month),10,0.0,0.0,0.0,0.0,0.0,-415.96,-415.96,0.0,Outbound Sales,Activated,18.0,0.0,0.0,0,,Price/Budget
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801640,2025-11,Nov-2025,2025,Q4,Europe,Germany,ACC00153,BoldVentures #0153,SMB,Growth,2025-05-01,Churned (This Month),12,0.0,0.0,0.0,0.0,0.0,-255.19,-255.19,0.0,Content/Inbound,Activated,1.0,0.0,0.0,0,,Missing Features
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801648,2025-11,Nov-2025,2025,Q4,North America,USA,ACC00154,CoreVentures #0154,Mid-Market,Professional,2025-04-01,Active,20,739.89,8878.68,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,24.0,17.7,64.2,0,16.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801653,2025-11,Nov-2025,2025,Q4,APAC,Singapore,ACC00155,GridLabs #0155,Mid-Market,Professional,2025-11-01,Active,28,818.67,9824.04,818.67,0.0,0.0,0.0,818.67,1480.83,Outbound Sales,Activated,3.0,11.1,81.2,1,16.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801666,2025-11,Nov-2025,2025,Q4,LATAM,Brazil,ACC00157,PrimeDynamics #0157,SMB,Growth,2025-10-01,Active,6,239.59,2875.08,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Not Activated,,9.6,7.0,2,24.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801687,2025-11,Nov-2025,2025,Q4,APAC,Australia,ACC00159,RapidGroup #0159,SMB,Starter,2025-05-01,Active,2,114.84,1378.08,0.0,0.0,0.0,0.0,0.0,0.0,Partner/Reseller,Activated,4.0,18.0,59.5,0,61.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801702,2025-11,Nov-2025,2025,Q4,Europe,France,ACC00161,BoldDynamics #0161,SMB,Starter,2025-07-01,Active,4,141.18,1694.16,0.0,0.0,0.0,0.0,0.0,0.0,Partner/Reseller,Not Activated,,11.5,44.1,1,59.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801737,2025-11,Nov-2025,2025,Q4,Europe,Germany,ACC00167,WaveLabs #0167,Mid-Market,Growth,2025-05-01,Active,20,315.3,3783.6,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,3.0,14.3,73.0,0,29.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801740,2025-11,Nov-2025,2025,Q4,Europe,Germany,ACC00168,NovaDigital #0168,SMB,Starter,2025-11-01,Active,2,105.29,1263.48,105.29,0.0,0.0,0.0,105.29,468.91,Paid Search/Ads,Activated,4.0,10.3,58.7,2,31.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801750,2025-11,Nov-2025,2025,Q4,LATAM,Mexico,ACC00169,SparkSolutions #0169,SMB,Growth,2025-09-01,Active,15,328.59,3943.08,0.0,0.0,0.0,0.0,0.0,0.0,Partner/Reseller,Activated,4.0,16.7,60.2,2,68.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801758,2025-11,Nov-2025,2025,Q4,APAC,Singapore,ACC00170,SilverGroup #0170,Mid-Market,Professional,2025-11-01,Active,35,1911.83,22941.96,1911.83,0.0,0.0,0.0,1911.83,227.2,Organic Search,Activated,9.0,16.6,60.9,4,14.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801768,2025-11,Nov-2025,2025,Q4,LATAM,Brazil,ACC00171,RapidStudio #0171,SMB,Starter,2025-09-01,Active,5,113.55,1362.6,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,2.0,34.7,49.7,1,62.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801778,2025-11,Nov-2025,2025,Q4,Europe,UK,ACC00172,LineSolutions #0172,SMB,Starter,2025-08-01,Active,3,105.36,1264.32,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,11.0,15.8,44.9,1,73.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801799,2025-11,Nov-2025,2025,Q4,Europe,France,ACC00174,NorthTechnologies #0174,SMB,Starter,2025-04-01,Active,2,99.44,1193.28,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Not Activated,,1.3,2.1,0,12.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801814,2025-11,Nov-2025,2025,Q4,North America,Canada,ACC00175,OrbitNetworks #0175,Enterprise,Enterprise,2025-04-01,Active,205,4691.94,56303.28,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,9.0,27.7,64.7,2,35.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801824,2025-11,Nov-2025,2025,Q4,APAC,Singapore,ACC00176,NovaTechnologies #0176,SMB,Starter,2025-09-01,Active,1,93.84,1126.08,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Not Activated,,0.0,19.1,4,-23.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801839,2025-11,Nov-2025,2025,Q4,APAC,Singapore,ACC00177,PrimeVentures #0177,Mid-Market,Professional,2025-04-01,Active,76,1875.91,22510.92,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,2.0,21.4,54.7,0,27.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801853,2025-11,Nov-2025,2025,Q4,LATAM,Brazil,ACC00179,CoreIndustries #0179,Mid-Market,Growth,2025-08-01,Active,10,415.01,4980.12,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Not Activated,,0.0,40.3,1,-23.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801871,2025-11,Nov-2025,2025,Q4,North America,USA,ACC00181,CoreGlobal #0181,Enterprise,Enterprise,2025-08-01,Active,396,8994.15,107929.8,0.0,0.0,0.0,0.0,0.0,0.0,Partner/Reseller,Activated,1.0,3.7,83.2,2,35.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801880,2025-11,Nov-2025,2025,Q4,Europe,UK,ACC00182,SwiftWorks #0182,SMB,Growth,2025-07-01,Active,4,158.73,1904.76,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,4.0,11.6,85.9,2,39.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801890,2025-11,Nov-2025,2025,Q4,LATAM,Mexico,ACC00183,LineSolutions #0183,SMB,Starter,2025-09-01,Active,4,125.43,1505.16,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Not Activated,,4.7,40.6,6,38.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801899,2025-11,Nov-2025,2025,Q4,APAC,Australia,ACC00184,WaveIndustries #0184,SMB,Starter,2025-10-01,Active,2,140.83,1689.96,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,13.0,15.2,70.3,0,60.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801925,2025-11,Nov-2025,2025,Q4,North America,Canada,ACC00185,PrimeLabs #0185,SMB,Growth,2024-05-01,Active,17,287.63,3451.56,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,12.0,24.0,81.7,1,-8.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801937,2025-11,Nov-2025,2025,Q4,LATAM,Mexico,ACC00186,NovaGlobal #0186,SMB,Growth,2025-03-01,Active,5,160.74,1928.88,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,2.0,13.8,86.1,2,17.0,
